,Date,Senti_Score,Open,High,Low,Close,Volume,EachStock,KOSPI
294,2021-03-12,0.0,38450,38900,38200,38750,377119,0.017060367454068137,0.013500000000000002
295,2021-03-15,0.15000000223517415,38800,39300,38700,39200,371708,0.011612903225806548,-0.0028000000000000004
296,2021-03-16,0.12500000186264512,39600,39600,39050,39050,384676,-0.003826530612244916,0.006999999999999999
297,2021-03-17,0.0,39000,39050,38450,38700,286847,-0.008962868117797673,-0.0064
298,2021-03-18,0.0,39000,39400,38850,38850,391703,0.003875968992248069,0.0060999999999999995
299,2021-03-19,0.0,38550,39850,38150,39850,1247509,0.025740025740025763,-0.0086
300,2021-03-22,0.0,39600,39600,39100,39300,278785,-0.013801756587201952,-0.0013
301,2021-03-23,0.0,39400,39550,38250,38300,338589,-0.025445292620865145,-0.0101
302,2021-03-24,0.0,38300,38550,38000,38500,189548,0.005221932114882533,-0.0028000000000000004
303,2021-03-25,0.0,38450,39200,38200,39000,293077,0.01298701298701288,0.004
304,2021-03-26,0.0,39050,39350,39000,39250,254124,0.0064102564102563875,0.0109
305,2021-03-29,0.0,39500,39500,38800,39150,274024,-0.002547770700636942,-0.0016
306,2021-03-30,0.0,39200,39250,38750,38850,355654,-0.007662835249042099,0.011200000000000002
307,2021-03-31,0.15000000223517415,38900,40000,38700,39450,720970,0.015444015444015413,-0.0028000000000000004
308,2021-04-01,0.1000000014901161,39800,39850,39000,39150,415056,-0.0076045627376425395,0.0085
309,2021-04-02,0.1000000014901161,39350,39650,39050,39350,260624,0.005108556832694733,0.008199999999999999
310,2021-04-05,0.1000000014901161,39500,39550,39150,39550,206766,0.0050825921219821435,0.0026
311,2021-04-06,0.0,39700,41150,39600,41000,1094209,0.036662452591656125,0.002
312,2021-04-07,0.12500000186264512,41200,43000,40700,41800,1407187,0.019512195121951237,0.0033
313,2021-04-08,0.16666666915019349,42200,42250,41450,41800,546875,0.0,0.0019
314,2021-04-09,0.0,42150,42950,41800,41800,476075,0.0,-0.0036
315,2021-04-12,0.12500000372529027,41900,42450,41200,41350,462866,-0.010765550239234423,0.0012
316,2021-04-13,0.0,41500,41500,40700,41100,450687,-0.006045949214026569,0.010700000000000001
317,2021-04-14,0.2000000029802322,41250,41300,40750,41100,324139,0.0,0.0042
318,2021-04-15,0.20000000298023224,41200,41700,41050,41300,272399,0.0048661800486617945,0.0038
319,2021-04-16,0.0,41550,42050,41300,41600,424048,0.007263922518159882,0.0013
320,2021-04-19,0.1000000014901161,41650,41700,41150,41200,281201,-0.009615384615384581,0.0001
321,2021-04-20,0.0,41300,42300,41200,41950,506856,0.01820388349514568,0.0068000000000000005
322,2021-04-21,0.0,41650,41800,41100,41150,360245,-0.019070321811680557,-0.0152
323,2021-04-22,0.0,41500,41700,41200,41300,285434,0.0036452004860267895,0.0018
324,2021-04-23,0.1000000014901161,41250,42700,41050,42350,762646,0.025423728813559254,0.0027
325,2021-04-26,0.05000000074505805,42650,42750,42250,42600,419615,0.005903187721369552,0.009899999999999999
326,2021-04-27,0.13333333532015482,42800,43650,42550,43600,669886,0.023474178403755763,-0.0007000000000000001
327,2021-04-28,0.07500000111758708,43950,43950,42450,42600,744293,-0.022935779816513735,-0.0106
328,2021-04-29,0.033333333830038704,42750,43050,41700,41800,569571,-0.018779342723004744,-0.0023
329,2021-04-30,0.025000000372529026,42000,42900,41850,42650,558293,0.020334928229664984,-0.0083
330,2021-05-03,0.0,42750,42800,41350,41450,435701,-0.028135990621336426,-0.0066
331,2021-05-04,0.1000000014901161,41350,42100,40900,41700,398206,0.006031363088057962,0.0064
332,2021-05-06,0.0,41700,43300,41300,43300,677693,0.0383693045563549,0.01
333,2021-05-07,0.0,43550,43750,43200,43500,505591,0.004618937644341736,0.0058
334,2021-05-10,0.1000000014901161,44900,46550,44900,46450,1975873,0.06781609195402294,0.0163
335,2021-05-11,0.1000000014901161,46300,46950,45700,46900,876246,0.009687836383207804,-0.0123
336,2021-05-12,0.0,46500,46550,44250,45100,996047,-0.03837953091684432,-0.0149
337,2021-05-13,0.2000000067055225,43850,45000,43800,44000,872761,-0.024390243902439046,-0.0125
338,2021-05-14,0.0,44600,44800,43950,44400,421598,0.009090909090909038,0.01
339,2021-05-17,0.1000000014901161,44800,45300,44200,44900,530920,0.011261261261261257,-0.006
340,2021-05-18,0.2000000029802322,45050,45850,45000,45500,426775,0.013363028953229383,0.0123
341,2021-05-20,0.1000000014901161,45000,45300,44150,44500,399250,-0.02197802197802201,-0.0034000000000000002
342,2021-05-21,0.2000000029802322,44850,45450,44100,44450,467163,-0.0011235955056180247,-0.0019
343,2021-05-24,0.1000000014901161,44400,45400,44350,45100,378415,0.01462317210348707,-0.0038
344,2021-05-25,0.15000000223517415,45600,45850,45200,45750,318640,0.014412416851441234,0.0086
345,2021-05-26,0.0,45850,46550,45700,46100,417866,0.007650273224043769,-0.0009
346,2021-05-27,0.0,46100,46800,45800,46400,554278,0.006507592190889477,-0.0009
347,2021-05-28,0.2000000029802322,46500,46750,46150,46400,338109,0.0,0.0073
348,2021-05-31,0.1000000014901161,46450,47450,46000,47450,511872,0.022629310344827624,0.0048
349,2021-06-01,0.0,47500,47650,46900,47200,304412,-0.005268703898840932,0.005600000000000001
350,2021-06-02,0.2000000029802322,46950,47450,46350,46900,370216,-0.006355932203389814,0.0007000000000000001
351,2021-06-03,-0.05000000074505805,47000,47200,46850,46850,354602,-0.0010660980810234255,0.0072
352,2021-06-04,0.0,46500,46800,46200,46450,361992,-0.008537886872998945,-0.0023
353,2021-06-07,0.1000000014901161,46650,46850,45950,46500,344520,0.0010764262648008671,0.0037
354,2021-06-08,0.06666666766007741,46400,46750,46250,46300,261943,-0.004301075268817178,-0.0013
355,2021-06-09,0.0,46200,46450,45600,45600,330239,-0.015118790496760237,-0.0097
356,2021-06-10,-0.05000000074505805,45450,45500,44750,45200,787768,-0.00877192982456143,0.0026
357,2021-06-11,0.0,45250,45650,45000,45150,295821,-0.0011061946902655162,0.0077
358,2021-06-14,0.1000000014901161,45200,45200,44550,44750,237447,-0.008859357696566983,0.0009
359,2021-06-15,0.1000000014901161,44750,45450,44650,45450,309676,0.015642458100558754,0.002
360,2021-06-16,0.13333333532015482,45200,45800,45050,45600,256569,0.0033003300330032292,0.0062
361,2021-06-17,0.25000000558793545,45150,45400,44750,45150,267706,-0.009868421052631526,-0.0042
362,2021-06-18,0.3000000119209289,44950,45000,44550,44700,331316,-0.009966777408637828,0.0009
363,2021-06-21,0.0,44300,44350,43600,43750,417429,-0.021252796420581643,-0.0083
364,2021-06-22,0.2000000029802322,44150,44500,44000,44250,210192,0.011428571428571344,0.0070999999999999995
365,2021-06-23,0.0,44300,44400,43700,43750,311693,-0.011299435028248594,0.0038
366,2021-06-24,0.1000000014901161,43700,44250,43400,44000,294385,0.005714285714285783,0.003
367,2021-06-25,0.2000000029802322,44250,45250,44200,45100,425475,0.02499999999999991,0.0051
368,2021-06-28,0.1000000014901161,45250,45800,44750,45750,418852,0.014412416851441234,-0.0003
369,2021-06-29,0.0,45550,45550,44700,45000,309160,-0.016393442622950838,-0.0046
370,2021-06-30,0.24000000357627868,44950,45150,44800,44950,232451,-0.0011111111111110628,0.003
371,2021-07-01,0.0,45000,45100,44250,44350,255570,-0.013348164627363768,-0.0044
372,2021-07-02,0.1000000014901161,44350,44700,44000,44300,259204,-0.0011273957158962622,-0.0001
373,2021-07-05,0.0,44400,44650,44050,44600,175901,0.006772009029345272,0.0034999999999999996
374,2021-07-06,0.0,44750,44900,44250,44450,204941,-0.0033632286995515237,0.0036
375,2021-07-07,0.1000000014901161,44400,44400,43900,44100,326740,-0.007874015748031482,-0.006
376,2021-07-08,-0.02000000029802322,43950,44450,43850,43900,273536,-0.0045351473922902175,-0.009899999999999999
377,2021-07-09,0.0,43450,43500,42450,42850,479127,-0.023917995444191376,-0.010700000000000001
378,2021-07-12,0.0,43100,43450,43050,43050,183847,0.004667444574095736,0.0089
379,2021-07-13,0.0,43400,43750,43350,43600,354172,0.012775842044134622,0.0077
380,2021-07-14,0.0,43400,43600,43100,43300,138093,-0.006880733944954143,-0.002
381,2021-07-15,0.05000000074505805,43600,44600,43550,44550,370342,0.02886836027713624,0.0066
382,2021-07-16,0.20000000298023224,44550,44550,43850,44350,221478,-0.004489337822671136,-0.0028000000000000004
383,2021-07-19,0.2000000029802322,44200,44600,43850,44200,244343,-0.0033821871476887866,-0.01
384,2021-07-20,0.2000000029802322,43750,44100,43550,43850,280893,-0.007918552036199067,-0.0034999999999999996
385,2021-07-21,0.1000000014901161,43850,44050,43450,43500,208416,-0.007981755986317007,-0.0052
386,2021-07-22,0.1000000014901161,43800,44100,43550,44100,171954,0.01379310344827589,0.010700000000000001
387,2021-07-23,0.0,44100,44750,44000,44550,244352,0.010204081632652962,0.0013
388,2021-07-26,0.1000000014901161,44600,44750,43800,43950,232846,-0.013468013468013518,-0.0091
389,2021-07-27,0.1000000014901161,44150,45050,43850,43900,264985,-0.0011376564277588708,0.0024
390,2021-07-28,0.14000000357627868,43700,44200,43400,43900,253098,0.0,0.0013
391,2021-07-29,0.06666666766007741,43900,44650,43900,44250,217447,0.007972665148063829,0.0018
392,2021-07-30,0.15000000223517415,44000,44400,43800,44250,271757,0.0,-0.0124
393,2021-08-02,0.02000000029802322,44450,44450,43800,44150,210203,-0.002259887005649719,0.006500000000000001
394,2021-08-03,0.05000000074505805,44000,44400,43850,44100,201035,-0.0011325028312570984,0.0044
395,2021-08-04,0.0,44200,44950,43950,44900,281378,0.018140589569161092,0.0134
396,2021-08-05,0.0,44700,44900,44400,44550,141539,-0.007795100222717122,-0.0013
397,2021-08-06,0.0,44800,45050,44600,44650,206768,0.002244668911335568,-0.0018
398,2021-08-09,0.1000000014901161,45250,45450,44850,45000,401683,0.007838745800671898,-0.003
399,2021-08-10,0.1000000014901161,45300,46250,45150,46000,756780,0.022222222222222143,-0.0053
400,2021-08-11,-0.1000000014901161,46000,46800,46000,46650,499266,0.01413043478260878,-0.006999999999999999
401,2021-08-12,-0.1000000014901161,46800,47650,46750,47200,755347,0.011789924973204746,-0.0038
402,2021-08-13,-0.06666666766007741,47450,47900,46200,47000,627645,-0.004237288135593209,-0.0116
403,2021-08-17,0.1000000014901161,47000,47300,46200,46350,470222,-0.013829787234042601,-0.0089
404,2021-08-18,0.04285714349576404,46350,46900,45850,46550,358293,0.004314994606256839,0.005
405,2021-08-19,0.06000000089406966,46350,46750,45000,45000,615321,-0.03329752953813103,-0.019299999999999998
406,2021-08-20,0.3000000119209289,45400,45900,44500,44750,497891,-0.005555555555555536,-0.012
407,2021-08-23,0.1000000014901161,45200,46700,45150,46050,409277,0.02905027932960902,0.0097
408,2021-08-24,0.0,46350,47350,46350,47300,458329,0.02714440825190012,0.015600000000000001
409,2021-08-25,-0.06666666766007741,47300,47750,47000,47550,339026,0.005285412262156397,0.0027
410,2021-08-26,0.033333333830038704,47600,47900,47300,47800,317736,0.00525762355415349,-0.0058
411,2021-08-27,0.0,47800,48950,47650,48950,545613,0.024058577405857706,0.0017000000000000001
412,2021-08-30,0.0,49300,50200,49200,49650,451649,0.01430030643513791,0.0033
413,2021-08-31,0.1500000040978193,49550,49600,48150,49450,840984,-0.004028197381671705,0.0175
414,2021-09-01,0.15000000223517415,49050,49650,48800,49500,201501,0.0010111223458038054,0.0024
415,2021-09-02,0.15000000223517415,49700,50900,49650,50300,522601,0.016161616161616266,-0.0097
416,2021-09-03,0.0,50500,50500,49050,49100,455801,-0.02385685884691846,0.0079
417,2021-09-06,0.1000000014901161,48800,49300,48550,49200,188845,0.0020366598778003286,0.0007000000000000001
418,2021-09-07,0.05000000074505805,49050,49550,48850,49200,172023,0.0,-0.005
419,2021-09-08,0.16666667163372037,48850,49550,48850,49450,261791,0.005081300813008172,-0.0077
420,2021-09-09,0.05000000074505805,49150,49250,48450,48550,370251,-0.018200202224469164,-0.015300000000000001
421,2021-09-10,0.0,48600,49300,48550,49100,172517,0.011328527291452062,0.0036
422,2021-09-13,0.05000000074505805,48850,49400,48650,48850,191777,-0.005091649694501044,0.0007000000000000001
423,2021-09-14,0.0,49200,49750,48850,49150,294857,0.0061412487205732,0.0067
424,2021-09-15,0.0,49000,49200,48600,48900,202621,-0.0050864699898270915,0.0015
425,2021-09-16,0.1000000014901161,49100,49150,48500,48900,217505,0.0,-0.0074
426,2021-09-17,0.1000000014901161,48750,49450,48600,49400,257606,0.010224948875255713,0.0033
427,2021-09-23,0.0,48500,49050,48350,48750,281200,-0.013157894736842146,-0.0040999999999999995
428,2021-09-24,0.0,48850,49150,48300,48500,206136,-0.00512820512820511,-0.0007000000000000001
429,2021-09-27,-0.15000000037252903,48100,48650,48050,48500,202615,0.0,0.0027
430,2021-09-28,0.07500000111758708,48400,48450,47450,47850,286388,-0.013402061855670055,-0.011399999999999999
431,2021-09-29,0.15000000223517415,47350,47750,46600,47200,409484,-0.013584117032392928,-0.012199999999999999
432,2021-09-30,0.0,47100,47950,46800,47900,293190,0.014830508474576343,0.0028000000000000004
433,2021-10-01,0.0,47200,47600,46700,46800,261824,-0.022964509394572064,-0.016200000000000003
434,2021-10-05,0.0,46450,46800,45650,46500,333792,-0.0064102564102563875,-0.0189
435,2021-10-06,-0.025000000372529026,46750,47300,45950,45950,301090,-0.011827956989247324,-0.0182
436,2021-10-07,0.0,46250,46900,46250,46750,269863,0.017410228509249226,0.0176
437,2021-10-08,0.4000000059604645,46500,46950,45900,46100,225023,-0.013903743315508033,-0.0011
438,2021-10-12,0.0,46050,46200,45400,46150,218812,0.0010845986984815426,-0.013500000000000002
439,2021-10-13,0.0,46150,46950,45900,46650,263957,0.010834236186348933,0.0096
440,2021-10-14,0.0,47150,47600,46700,47100,240254,0.009646302250803762,0.015
441,2021-10-15,0.05000000074505805,47350,47500,47000,47450,200205,0.007430997876857859,0.0088
442,2021-10-18,-0.15555555787351397,47400,47700,46900,47600,195803,0.0031612223393044925,-0.0028000000000000004
443,2021-10-19,0.033333333830038704,47800,48250,47750,48150,176178,0.011554621848739455,0.0074
444,2021-10-20,0.0,48300,48700,48150,48550,224543,0.008307372793354029,-0.0053
445,2021-10-21,-0.080000002682209,48200,49200,48100,48800,250800,0.005149330587023604,-0.0019
446,2021-10-22,0.05000000074505805,48650,48900,48150,48250,163427,-0.01127049180327866,-0.0004
447,2021-10-25,-5.73121584378756e-10,48200,48700,47900,48650,200005,0.008290155440414448,0.0048
448,2021-10-26,0.033333333830038704,48750,48950,48400,48950,155141,0.006166495375128367,0.009399999999999999
449,2021-10-27,0.1500000040978193,48950,49300,48650,48800,219016,-0.003064351378958108,-0.0077
450,2021-10-28,0.06666666766007741,48750,48950,47750,47750,233336,-0.021516393442622905,-0.0053
451,2021-10-29,0.2000000029802322,47950,48050,47000,47350,252719,-0.008376963350785305,-0.0129
452,2021-11-01,0.3000000119209289,47450,47600,47000,47400,196575,0.001055966209081216,0.0028000000000000004
453,2021-11-02,0.2000000067055225,47450,47800,47150,47350,251153,-0.0010548523206751481,0.0116
454,2021-11-03,0.0,47400,47450,46700,47000,260461,-0.007391763463569179,-0.0125
455,2021-11-04,0.0,47300,47800,47150,47150,192728,0.0031914893617022155,0.0025
456,2021-11-05,-0.05000000074505805,47250,47550,46500,46950,212044,-0.0042417815482502785,-0.004699999999999999
457,2021-11-08,0.0,47450,47500,46850,47300,200044,0.007454739084131967,-0.0031
458,2021-11-09,0.15000000596046445,47350,48300,47300,48100,288070,0.016913319238900604,0.0008
459,2021-11-10,0.0,47600,48350,47600,47850,230860,-0.00519750519750517,-0.0109
460,2021-11-11,0.0,47500,48000,47000,47250,268912,-0.01253918495297801,-0.0018
461,2021-11-12,0.1000000014901161,47350,48200,47350,48050,186552,0.01693121693121702,0.015
462,2021-11-15,0.2000000029802322,48350,48400,47950,48400,222192,0.007284079084287187,0.0103
463,2021-11-16,0.06000000089406966,48300,48900,48050,48700,252946,0.006198347107438051,-0.0008
464,2021-11-17,0.2000000029802322,49000,49000,47650,47800,257500,-0.01848049281314168,-0.0116
465,2021-11-18,0.1000000014901161,47500,47800,47350,47800,177514,0.0,-0.0051
466,2021-11-19,0.0,47350,47550,47100,47500,252020,-0.006276150627615107,0.008
467,2021-11-22,0.1000000014901161,47450,47850,47300,47800,174529,0.006315789473684275,0.014199999999999999
468,2021-11-23,0.05000000074505805,47300,47600,47000,47000,242616,-0.01673640167364021,-0.0053
469,2021-11-24,0.0,47200,47350,46900,47000,211445,0.0,-0.001
470,2021-11-25,0.13333333532015482,46950,47050,46700,46800,158838,-0.004255319148936176,-0.004699999999999999
471,2021-11-26,0.1000000014901161,46700,46800,45950,46000,268065,-0.017094017094017144,-0.0147
472,2021-11-29,0.033333333830038704,45000,45700,44900,45150,358450,-0.018478260869565166,-0.0092
473,2021-11-30,-0.025000000372529026,45700,45700,43800,44350,593090,-0.017718715393133966,-0.0242
474,2021-12-01,0.0,44400,45200,43900,45000,355242,0.014656144306651742,0.021400000000000002
475,2021-12-02,0.0,44500,46000,44450,46000,267640,0.022222222222222143,0.015700000000000002
476,2021-12-03,0.0,45950,47000,45350,46750,325854,0.016304347826086918,0.0078000000000000005
477,2021-12-06,0.0,46700,48700,46500,48550,637722,0.03850267379679151,0.0038
