Date,Open,High,Low,Close,Volume,EachStock,KOSPI,Senti_Score
2020-01-06,27850,27950,27550,27600,1255971,-0.023008849557522137,-0.0098,0.1000000014901161
2020-01-07,27650,27700,27300,27400,1164133,-0.007246376811594235,0.0095,0.1000000014901161
2020-01-07,27650,27700,27300,27400,1164133,-0.007246376811594235,0.0095,0.0
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,0.0
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,0.1000000014901161
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,0.0
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,-0.1000000014901161
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,0.2000000029802322
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,0.0
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,0.2000000029802322
2020-01-08,27250,27350,26350,26450,2311195,-0.034671532846715314,-0.0111,0.0
2020-01-09,26900,27100,26650,26900,1786518,0.017013232514177634,0.0163,-0.1000000014901161
2020-01-09,26900,27100,26650,26900,1786518,0.017013232514177634,0.0163,0.0
2020-01-09,26900,27100,26650,26900,1786518,0.017013232514177634,0.0163,0.1000000014901161
2020-01-09,26900,27100,26650,26900,1786518,0.017013232514177634,0.0163,0.3000000119209289
2020-01-10,26800,27000,26550,26700,1069347,-0.0074349442379182396,0.0091,0.2000000029802322
2020-01-10,26800,27000,26550,26700,1069347,-0.0074349442379182396,0.0091,0.0
2020-01-13,26750,26900,26550,26800,696936,0.0037453183520599342,0.0104,0.1000000014901161
2020-01-14,26800,27200,26650,27050,1112531,0.009328358208955168,0.0043,0.0
2020-01-14,26800,27200,26650,27050,1112531,0.009328358208955168,0.0043,0.0
2020-01-15,27000,27200,26800,27100,670667,0.001848428835489857,-0.0034999999999999996,0.0
2020-01-15,27000,27200,26800,27100,670667,0.001848428835489857,-0.0034999999999999996,0.0
2020-01-15,27000,27200,26800,27100,670667,0.001848428835489857,-0.0034999999999999996,0.0
2020-01-16,27100,27100,26650,26900,805715,-0.0073800738007380184,0.0077,0.3000000119209289
2020-01-17,26900,27150,26750,26850,624662,-0.0018587360594795044,0.0011,0.0
2020-01-17,26900,27150,26750,26850,624662,-0.0018587360594795044,0.0011,-0.2000000029802322
2020-01-17,26900,27150,26750,26850,624662,-0.0018587360594795044,0.0011,0.2000000029802322
2020-01-17,26900,27150,26750,26850,624662,-0.0018587360594795044,0.0011,0.0
2020-01-17,26900,27150,26750,26850,624662,-0.0018587360594795044,0.0011,-0.2000000029802322
2020-01-21,26950,27000,26550,26700,895973,-0.0074349442379182396,-0.0101,0.2000000029802322
2020-01-22,26700,26850,26600,26800,673856,0.0037453183520599342,0.0123,0.0
2020-01-23,26650,26700,26350,26400,1222970,-0.014925373134328401,-0.009300000000000001,0.0
2020-01-23,26650,26700,26350,26400,1222970,-0.014925373134328401,-0.009300000000000001,0.2000000029802322
2020-01-28,26100,26200,25750,25950,1409341,-0.017045454545454586,-0.030899999999999997,0.2000000029802322
2020-01-29,26050,26100,25750,25950,1005772,0.0,0.0039000000000000003,0.0
2020-01-29,26050,26100,25750,25950,1005772,0.0,0.0039000000000000003,0.0
2020-01-29,26050,26100,25750,25950,1005772,0.0,0.0039000000000000003,0.1000000014901161
2020-01-30,25900,26050,25550,25550,1342841,-0.015414258188824692,-0.0171,0.1000000014901161
2020-01-30,25900,26050,25550,25550,1342841,-0.015414258188824692,-0.0171,-0.1000000014901161
2020-01-31,25700,25850,25300,25350,1349670,-0.007827788649706457,-0.013500000000000002,0.0
2020-01-31,25700,25850,25300,25350,1349670,-0.007827788649706457,-0.013500000000000002,0.0
2020-02-03,25100,25350,25050,25050,1660834,-0.011834319526627168,-0.0001,0.0
2020-02-06,25650,25800,25450,25550,1870925,0.003929273084479323,0.0288,0.1000000014901161
2020-02-06,25650,25800,25450,25550,1870925,0.003929273084479323,0.0288,0.0
2020-02-06,25650,25800,25450,25550,1870925,0.003929273084479323,0.0288,0.0
2020-02-06,25650,25800,25450,25550,1870925,0.003929273084479323,0.0288,0.0
2020-02-07,25550,25700,25350,25600,1050585,0.001956947162426559,-0.0072,-0.2000000029802322
2020-02-07,25550,25700,25350,25600,1050585,0.001956947162426559,-0.0072,0.0
2020-02-07,25550,25700,25350,25600,1050585,0.001956947162426559,-0.0072,0.0
2020-02-10,25600,25650,25350,25450,987865,-0.005859375,-0.0049,0.0
2020-02-11,25500,25900,25450,25850,1313848,0.015717092337917515,0.01,0.0
2020-02-11,25500,25900,25450,25850,1313848,0.015717092337917515,0.01,0.1000000014901161
2020-02-11,25500,25900,25450,25850,1313848,0.015717092337917515,0.01,0.2000000029802322
2020-02-14,25550,25700,25450,25600,960357,-0.0038910505836575737,0.0048,-0.1000000014901161
2020-02-14,25550,25700,25450,25600,960357,-0.0038910505836575737,0.0048,-0.1000000014901161
2020-02-14,25550,25700,25450,25600,960357,-0.0038910505836575737,0.0048,-0.2000000029802322
2020-02-14,25550,25700,25450,25600,960357,-0.0038910505836575737,0.0048,0.0
2020-02-14,25550,25700,25450,25600,960357,-0.0038910505836575737,0.0048,-0.3000000119209289
